Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2006,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,42991.0
2006,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,1156.0
2006,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,17400.0
2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,4421.0
2006,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,251.0
2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Male,1447.0
2006,All codes,All deaths,All deaths,Attributable number,Male,50400.0
2006,C00-D48,All cancers,All cancers,Attributable number,Male,23800.0
2006,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,11800.0
2006,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,13900.0
2006,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,800.0
2006,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,13900.0
2006,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,700.0
2006,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,400.0
2006,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,2800.0
2006,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,2778.0
2006,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,1200.0
2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,700.0
2006,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,700.0
2006,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,700.0
2006,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2500.0
2006,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,300.0
2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,800.0
2006,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,8500.0
2006,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,2600.0
2006,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1700.0
2006,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,7100.0
2006,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,200.0
2006,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,2100.0
2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,2800.0
2006,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,100.0
2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,800.0
2006,All codes,All deaths,All deaths,Number of observed deaths,Female,240983.0
2006,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Female,135749.0
2006,C00-D48,All cancers,All cancers,Number of observed deaths,Female,61355.0
2006,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Female,34741.0
2006,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Female,84067.0
2006,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Female,12689.0
2006,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Female,11526.0
2006,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Female,561.0
2006,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Female,133.0
2006,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Female,2078.0
2006,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Female,721.0
2006,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Female,1369.0
2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Female,1143.0
2006,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Female,1595.0
2006,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Female,3120.0
2006,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Female,5104.0
2006,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Female,900.0
2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,479.0
2006,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,9791.0
2006,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,16077.0
2006,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,13409.0
2006,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,33677.0
2006,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,1495.0
2006,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,27688.0
2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,2952.0
2006,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,418.0
2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Female,1513.0
2006,All codes,All deaths,All deaths,Attributable number,Female,33000.0
2006,C00-D48,All cancers,All cancers,Attributable number,Female,13200.0
2006,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,10300.0
2006,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,8800.0
2006,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,700.0
2006,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,8600.0
2006,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,300.0
2006,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,100.0
2006,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,1300.0
2006,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,100.0
2006,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,400.0
2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,100.0
2006,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,200.0
2006,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,800.0
2006,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1200.0
2006,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,100.0
2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,400.0
2006,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,7700.0
2006,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,2200.0
2006,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1500.0
2006,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,3700.0
2006,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,300.0
2006,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1500.0
2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1700.0
2006,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,100.0
2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,700.0
2005,All codes,All deaths,All deaths,Number of observed deaths,Unknown,468391.0
2005,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Unknown,283565.0
2005,C00-D48,All cancers,All cancers,Number of observed deaths,Unknown,128089.0
2005,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Unknown,67535.0
2005,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Unknown,170341.0
2005,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Unknown,23298.0
2005,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Unknown,26790.0
2005,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Unknown,1584.0
2005,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Unknown,607.0
2005,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Unknown,6052.0
2005,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Unknown,792.0
2005,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Unknown,3909.0
2005,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Unknown,2921.0
2005,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Unknown,4559.0
2005,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Unknown,6066.0
2005,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Unknown,10005.0
2005,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Unknown,2075.0
2005,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Unknown,1394.0
2005,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Unknown,21149.0
2005,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Unknown,29344.0
2005,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,23262.0
2005,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,81691.0
2005,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,2825.0
2005,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,47222.0
2005,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,7616.0
2005,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,676.0
2005,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Unknown,3026.0
2005,All codes,All deaths,All deaths,Attributable number,Unknown,88100.0
2005,C00-D48,All cancers,All cancers,Attributable number,Unknown,37400.0
2005,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Unknown,23700.0
2005,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Unknown,25400.0
2005,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Unknown,1600.0
2005,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Unknown,22300.0
2005,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Unknown,1100.0
2005,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Unknown,500.0
2005,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Unknown,4200.0
2005,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Unknown,100.0
2005,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Unknown,1600.0
2005,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Unknown,800.0
2005,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Unknown,1000.0
2005,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Unknown,1600.0
2005,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Unknown,3900.0
2005,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Unknown,400.0
2005,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Unknown,1200.0
2005,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Unknown,16900.0
2005,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Unknown,5600.0
2005,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,3500.0
2005,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,12100.0
2005,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,600.0
2005,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,4300.0
2005,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,4800.0
2005,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,100.0
2005,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Unknown,1600.0
2005,All codes,All deaths,All deaths,Number of observed deaths,Male,220665.0
2005,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Male,140636.0
2005,C00-D48,All cancers,All cancers,Number of observed deaths,Male,66618.0
2005,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Male,30466.0
2005,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Male,81540.0
2005,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Male,10627.0
2005,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Male,15680.0
2005,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Male,1043.0
2005,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Male,480.0
2005,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Male,3977.0
2005,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Male,2778.0
2005,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Male,2582.0
2005,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Male,1838.0
2005,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Male,2873.0
2005,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Male,2892.0
2005,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Male,4613.0
2005,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Male,1145.0
2005,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,856.0
2005,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,11124.0
2005,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,11399.0
2005,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,9285.0
2005,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,45532.0
2005,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,1204.0
2005,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,17921.0
2005,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,4549.0
2005,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,233.0
2005,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Male,1410.0
2005,All codes,All deaths,All deaths,Attributable number,Male,53300.0
2005,C00-D48,All cancers,All cancers,Attributable number,Male,24200.0
2005,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,12700.0
2005,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,15600.0
2005,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,800.0
2005,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,13900.0
2005,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,800.0
2005,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,400.0
2005,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,2800.0
2005,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,2778.0
2005,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,1200.0
2005,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,700.0
2005,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,800.0
2005,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,700.0
2005,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2600.0
2005,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,300.0
2005,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,800.0
2005,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,9000.0
2005,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,2900.0
2005,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1900.0
2005,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,8000.0
2005,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,200.0
2005,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,2500.0
2005,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,3000.0
2005,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,100.0
2005,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,800.0
2005,All codes,All deaths,All deaths,Number of observed deaths,Female,247726.0
2005,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Female,142929.0
2005,C00-D48,All cancers,All cancers,Number of observed deaths,Female,61471.0
2005,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Female,37069.0
2005,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Female,88801.0
2005,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Female,12671.0
2005,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Female,11110.0
2005,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Female,541.0
2005,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Female,127.0
2005,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Female,2075.0
2005,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Female,792.0
2005,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Female,1327.0
2005,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Female,1083.0
2005,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Female,1686.0
2005,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Female,3174.0
2005,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Female,5392.0
2005,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Female,930.0
2005,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,538.0
2005,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,10025.0
2005,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,17945.0
2005,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,13977.0
2005,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,36159.0
2005,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,1621.0
2005,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,29301.0
2005,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,3067.0
2005,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,443.0
2005,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Female,1616.0
2005,All codes,All deaths,All deaths,Attributable number,Female,34900.0
2005,C00-D48,All cancers,All cancers,Attributable number,Female,13300.0
2005,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,11100.0
2005,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,9800.0
2005,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,800.0
2005,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,8500.0
2005,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,300.0
2005,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,100.0
2005,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,1300.0
2005,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,100.0
2005,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,400.0
2005,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,100.0
2005,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,200.0
2005,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,900.0
2005,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1300.0
2005,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,100.0
2005,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,400.0
2005,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,7900.0
2005,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,2700.0
2005,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1600.0
2005,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,4100.0
2005,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,300.0
2005,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1800.0
2005,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1800.0
2005,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,100.0
2005,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,800.0
2004,All codes,All deaths,All deaths,Number of observed deaths,Unknown,469186.0
2004,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Unknown,289408.0
2004,C00-D48,All cancers,All cancers,Number of observed deaths,Unknown,127787.0
2004,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Unknown,64718.0
2004,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Unknown,177334.0
2004,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Unknown,23065.0
2004,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Unknown,26392.0
2004,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Unknown,1594.0
2004,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Unknown,629.0
2004,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Unknown,5888.0
2004,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Unknown,845.0
2004,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Unknown,4061.0
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Unknown,2901.0
2004,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Unknown,4674.0
2004,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Unknown,5875.0
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Unknown,10430.0
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Unknown,2071.0
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Unknown,1473.0
2004,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Unknown,20180.0
2004,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Unknown,28799.0
2004,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,23223.0
2004,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,86039.0
2004,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,2826.0
2004,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,49388.0
2004,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,8070.0
2004,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,746.0
2004,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Unknown,3304.0
2004,All codes,All deaths,All deaths,Attributable number,Unknown,89500.0
2004,C00-D48,All cancers,All cancers,Attributable number,Unknown,37700.0
2004,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Unknown,23100.0
